chunk_id,parent_doc_id,chunk_index,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,source_document,source_section,page_number,document_type,tags,keywords,categories
dayjoy_master_intent_dataset_1707,dayjoy_master_intent_dataset,1707,"I have Red Eyes, what should I take?","Dayjoy suggests EYE ELIXIR DROPS for Red Eyes. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have red eyes what should i take,health-condition
dayjoy_master_intent_dataset_1708,dayjoy_master_intent_dataset,1708,"I have Fatigue, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Fatigue. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have fatigue what should i take,health-condition
dayjoy_master_intent_dataset_1709,dayjoy_master_intent_dataset,1709,Which product is good for Fatigue?,"Based on Dayjoy recommendations, you may consider MULTI VITAMINS TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for fatigue,recommendation
dayjoy_master_intent_dataset_1710,dayjoy_master_intent_dataset,1710,"I have Generalised Pain, what should I take?","Dayjoy suggests MULTI VITAMINS TABLETS for Generalised Pain. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have generalised pain what should i take,health-condition
dayjoy_master_intent_dataset_1711,dayjoy_master_intent_dataset,1711,Tell me about Nano Tech-19 (500ml),This is a premium product under HappyGrow.,informational,product_discovery,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about nano tech 19 500ml,informational
dayjoy_master_intent_dataset_1712,dayjoy_master_intent_dataset,1712,Tell me about Premium Tulsi Max (30ml),This is a premium product under Curind.,informational,product_discovery,Premium Tulsi Max (30ml),DJP1106,DJ-HEA-0107,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about premium tulsi max 30ml,informational
dayjoy_master_intent_dataset_1713,dayjoy_master_intent_dataset,1713,Which product is good for Heart Palpitations?,"Based on Dayjoy recommendations, you may consider AMPLE MEAL. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for heart palpitations,recommendation
dayjoy_master_intent_dataset_1714,dayjoy_master_intent_dataset,1714,How much is in one pack of HB+ (500ml)?,The pack size is 500ml.,informational,pack_size,HB+ (500ml),DJP1089,DJ-HEA-0090,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of hb,informational
dayjoy_master_intent_dataset_1715,dayjoy_master_intent_dataset,1715,What is Eye Elixir Drops (10ml)?,Eye Elixir Drops (10ml) is a HEALTH CARE product by Dayjoy.,informational,product_info,Eye Elixir Drops (10ml),DJP1086,DJ-HEA-0087,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is eye elixir drops 10ml,informational
dayjoy_master_intent_dataset_1716,dayjoy_master_intent_dataset,1716,What is Chicken Masala (100g)?,Chicken Masala (100g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Chicken Masala (100g),DJP1002,DJ-FOO-0003,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is chicken masala 100g,informational
dayjoy_master_intent_dataset_1717,dayjoy_master_intent_dataset,1717,Tell me about Dhaniya Powder (500g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Dhaniya Powder (500g),DJP1007,DJ-FOO-0008,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about dhaniya powder 500g,informational
dayjoy_master_intent_dataset_1718,dayjoy_master_intent_dataset,1718,Tell me about N-astheal (60 Tab),This is a premium product under Curind.,informational,product_discovery,N-astheal (60 Tab),DJP1097,DJ-HEA-0098,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about n astheal 60 tab,informational
dayjoy_master_intent_dataset_1719,dayjoy_master_intent_dataset,1719,"Which product is good for Cough, Sore Throat?","Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for cough sore throat,recommendation
dayjoy_master_intent_dataset_1720,dayjoy_master_intent_dataset,1720,How much BV for JoySpread 80+ Gold (250ml)?,The Business Volume (BV) is 75.0.,pricing,bv,JoySpread 80+ Gold (250ml),DJP1131,DJ-AGR-0132,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;bv,how much bv for joyspread 80 gold 250ml,pricing
dayjoy_master_intent_dataset_1721,dayjoy_master_intent_dataset,1721,Do I need to pay a joining fee?,"No, there are no expensive start-up costs or burdening overheads.",business,joining,,,,high,Dayjoy Brochure / Loyalty Program,,Dayjoy_Master_Intent_Dataset.csv,business,,intent_dataset,business;joining,do i need to pay a joining fee,business
dayjoy_master_intent_dataset_1722,dayjoy_master_intent_dataset,1722,Which product is good for Blocked or stuffy (congested) nose causing difficulty breathing through nose?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for blocked or stuffy,recommendation
dayjoy_master_intent_dataset_1723,dayjoy_master_intent_dataset,1723,Is Aqua Energiser (Single) a food product?,It is categorized under AQUA ESSENTIALS.,informational,product_category,Aqua Energiser (Single),DJP1139,DJ-AQU-0140,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_category,is aqua energiser single a food product,informational
dayjoy_master_intent_dataset_1724,dayjoy_master_intent_dataset,1724,Which product is good for Chest Pain?,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for chest pain,recommendation
dayjoy_master_intent_dataset_1725,dayjoy_master_intent_dataset,1725,Do you guarantee income?,"No, earnings are estimates and not guaranteed. Success depends on individual effort and dedication.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,Dayjoy_Master_Intent_Dataset.csv,compliance,,intent_dataset,compliance;policy,do you guarantee income,compliance
dayjoy_master_intent_dataset_1726,dayjoy_master_intent_dataset,1726,Tell me about HB+ (200ml),This is a premium product under Curind.,informational,product_discovery,HB+ (200ml),DJP1088,DJ-HEA-0089,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about hb 200ml,informational
dayjoy_master_intent_dataset_1727,dayjoy_master_intent_dataset,1727,Which product is good for Chest Pain?,"Based on Dayjoy recommendations, you may consider ADILIPO TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for chest pain,recommendation
dayjoy_master_intent_dataset_1728,dayjoy_master_intent_dataset,1728,How is my payment secured?,"Dayjoy uses PAYU and Razorpay gateways which employ data encryption, SSL, and Tokenization to secure payments.",compliance,policy,,,,high,FSSAI / Social Media Policy / Income Disclaimer,,Dayjoy_Master_Intent_Dataset.csv,compliance,,intent_dataset,compliance;policy,how is my payment secured,compliance
dayjoy_master_intent_dataset_1729,dayjoy_master_intent_dataset,1729,Are Quick 6 Pain Relief Gel (30g) and Milk Bath Soap (Pack of 3) (100g) the same?,"No, Quick 6 Pain Relief Gel (30g) is in HEALTH CARE while Milk Bath Soap (Pack of 3) (100g) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,comparison,,intent_dataset,comparison;category_difference,are quick 6 pain relief gel 30g and,comparison
dayjoy_master_intent_dataset_1730,dayjoy_master_intent_dataset,1730,Tell me about N-SF 9.5 Mineraliser,This is a premium product under Dayjoy.,informational,product_discovery,N-SF 9.5 Mineraliser,DJP1144,DJ-AQU-0145,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_discovery,tell me about n sf 9 5 mineraliser,informational
dayjoy_master_intent_dataset_1731,dayjoy_master_intent_dataset,1731,How much is in one pack of Aqua Energiser (Single)?,The pack size is Single.,informational,pack_size,Aqua Energiser (Single),DJP1139,DJ-AQU-0140,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of aqua,informational
dayjoy_master_intent_dataset_1732,dayjoy_master_intent_dataset,1732,Which product is good for Headache?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for headache,recommendation
dayjoy_master_intent_dataset_1733,dayjoy_master_intent_dataset,1733,DP of DJP1055,The Distributor Price (DP) is ₹110.0.,pricing,dp,Amla Reetha Sikakai Shampoo (100ml),DJP1055,DJ-PER-0056,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1055,pricing
dayjoy_master_intent_dataset_1734,dayjoy_master_intent_dataset,1734,"I have Disturbed Concentration, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Disturbed Concentration. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have disturbed concentration what should i take,health-condition
dayjoy_master_intent_dataset_1735,dayjoy_master_intent_dataset,1735,Which product is good for Pneumonia?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for pneumonia,recommendation
dayjoy_master_intent_dataset_1736,dayjoy_master_intent_dataset,1736,How much is in one pack of HB+ (500ml)?,The pack size is 500ml.,informational,pack_size,HB+ (500ml),DJP1089,DJ-HEA-0090,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of hb,informational
dayjoy_master_intent_dataset_1737,dayjoy_master_intent_dataset,1737,What is the MRP of Kesham (100ml)?,The MRP is ₹149.0.,pricing,mrp,Kesham (100ml),DJP1035,DJ-PER-0036,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of kesham 100ml,pricing
dayjoy_master_intent_dataset_1738,dayjoy_master_intent_dataset,1738,What is the MRP of Giloe Extract (60 Veg Capsules)?,The MRP is ₹499.0.,pricing,mrp,Giloe Extract (60 Veg Capsules),DJP1085,DJ-HEA-0086,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of giloe extract 60,pricing
dayjoy_master_intent_dataset_1739,dayjoy_master_intent_dataset,1739,How much is in one pack of Sanitary Pad (XL) (Pack of 10)?,The pack size is Pack of 10.,informational,pack_size,Sanitary Pad (XL) (Pack of 10),DJP1043,DJ-PER-0044,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;pack_size,how much is in one pack of sanitary,informational
dayjoy_master_intent_dataset_1740,dayjoy_master_intent_dataset,1740,DP of DJP1096,The Distributor Price (DP) is ₹1725.0.,pricing,dp,N-astheal (120 Tab),DJP1096,DJ-HEA-0097,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;dp,dp of djp1096,pricing
dayjoy_master_intent_dataset_1741,dayjoy_master_intent_dataset,1741,What is Multivitamins Tablets?,Multivitamins Tablets is a HEALTH CARE product by Dayjoy.,informational,product_info,Multivitamins Tablets,DJP1094,DJ-HEA-0095,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is multivitamins tablets,informational
dayjoy_master_intent_dataset_1742,dayjoy_master_intent_dataset,1742,What is the MRP of Nano Tech-19 (500ml)?,The MRP is ₹1499.0.,pricing,mrp,Nano Tech-19 (500ml),DJP1124,DJ-AGR-0125,high,Price List,,Dayjoy_Master_Intent_Dataset.csv,pricing,,intent_dataset,pricing;mrp,what is the mrp of nano tech 19,pricing
dayjoy_master_intent_dataset_1743,dayjoy_master_intent_dataset,1743,Which product is good for Strain in the Eyes?,"Based on Dayjoy recommendations, you may consider EYE ELIXIR DROPS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for strain in the,recommendation
dayjoy_master_intent_dataset_1744,dayjoy_master_intent_dataset,1744,What is Liv-Ease (500ml)?,Liv-Ease (500ml) is a HEALTH CARE product by Dayjoy.,informational,product_info,Liv-Ease (500ml),DJP1093,DJ-HEA-0094,high,Products Master,,Dayjoy_Master_Intent_Dataset.csv,informational,,intent_dataset,informational;product_info,what is liv ease 500ml,informational
dayjoy_master_intent_dataset_1745,dayjoy_master_intent_dataset,1745,"I have Aging, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER FOOD CAPSULE for Aging. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,Dayjoy_Master_Intent_Dataset.csv,health-condition,,intent_dataset,health-condition;consultation,i have aging what should i take,health-condition
dayjoy_master_intent_dataset_1746,dayjoy_master_intent_dataset,1746,Which product is good for Continuous Fatigue?,"Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,Dayjoy_Master_Intent_Dataset.csv,recommendation,,intent_dataset,recommendation;health_need,which product is good for continuous fatigue,recommendation
