conversation_id,turn_id,role,message,channel,scenario,category,subcategory,locale,sentiment,status,priority,source,message_clean,memory_type,tags,keywords,confidence,source_reference,notes
conv_1,1,customer,What is Multivitamins Tablets?,chat,support_ticket,informational,product_info,en-IN,neutral,open,medium,intent_dataset,What is Multivitamins Tablets?,ticket_memory,informational;product_info,what is multivitamins tablets,high,intent_dataset,synthetic or source-backed conversation example
conv_194,2,agent,This is a premium product under Curind.,chat,support_ticket,informational,product_discovery,en-IN,positive,resolved,medium,intent_dataset,This is a premium product under Curind.,ticket_memory,informational;product_discovery,this is a premium product under curind,high,intent_dataset,synthetic or source-backed conversation example
conv_195,1,customer,"I have Difficulty falling asleep at night, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Difficulty falling asleep at night, what should I take?",ticket_memory,health-condition;consultation,i have difficulty falling asleep at night what,high,intent_dataset,synthetic or source-backed conversation example
conv_195,2,agent,"Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Difficulty falling asleep at night. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Difficulty falling asleep at night. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests golden elixir or sea buckthorn juice,high,intent_dataset,synthetic or source-backed conversation example
conv_196,1,customer,What is the MRP of Nano Tech-19 (500ml)?,chat,support_ticket,pricing,mrp,en-IN,neutral,open,medium,intent_dataset,What is the MRP of Nano Tech-19 (500ml)?,ticket_memory,pricing;mrp,what is the mrp of nano tech 19,high,intent_dataset,synthetic or source-backed conversation example
conv_196,2,agent,The MRP is ₹1499.0.,chat,support_ticket,pricing,mrp,en-IN,positive,resolved,medium,intent_dataset,The MRP is ₹1499.0.,ticket_memory,pricing;mrp,the mrp is 1499 0,high,intent_dataset,synthetic or source-backed conversation example
conv_197,1,customer,"I have Delayed Growth and Development, what should I take?",chat,support_ticket,health-condition,consultation,en-IN,neutral,open,medium,intent_dataset,"I have Delayed Growth and Development, what should I take?",ticket_memory,health-condition;consultation,i have delayed growth and development what should,high,intent_dataset,synthetic or source-backed conversation example
conv_197,2,agent,"Dayjoy suggests HIENERGY TABLETS for Delayed Growth and Development. This is a supplement, not a cure.",chat,support_ticket,health-condition,consultation,en-IN,positive,resolved,medium,intent_dataset,"Dayjoy suggests HIENERGY TABLETS for Delayed Growth and Development. This is a supplement, not a cure.",ticket_memory,health-condition;consultation,dayjoy suggests hienergy tablets for delayed growth and,high,intent_dataset,synthetic or source-backed conversation example
conv_198,1,customer,Can I sell Dayjoy products part-time?,chat,support_ticket,business,joining,en-IN,neutral,open,medium,intent_dataset,Can I sell Dayjoy products part-time?,ticket_memory,business;joining,can i sell dayjoy products part time,high,intent_dataset,synthetic or source-backed conversation example
conv_198,2,agent,"Yes, you can set your own work hours and commitment levels, full-time or part-time.",chat,support_ticket,business,joining,en-IN,positive,resolved,medium,intent_dataset,"Yes, you can set your own work hours and commitment levels, full-time or part-time.",ticket_memory,business;joining,yes you can set your own work hours,high,intent_dataset,synthetic or source-backed conversation example
conv_199,1,customer,DP of DJP1036,chat,support_ticket,pricing,dp,en-IN,neutral,open,medium,intent_dataset,DP of DJP1036,ticket_memory,pricing;dp,dp of djp1036,high,intent_dataset,synthetic or source-backed conversation example
conv_199,2,agent,The Distributor Price (DP) is ₹95.0.,chat,support_ticket,pricing,dp,en-IN,positive,resolved,medium,intent_dataset,The Distributor Price (DP) is ₹95.0.,ticket_memory,pricing;dp,the distributor price dp is 95 0,high,intent_dataset,synthetic or source-backed conversation example
conv_200,1,customer,Which product is good for Pain Around Your Anus?,chat,support_ticket,recommendation,health_need,en-IN,neutral,open,medium,intent_dataset,Which product is good for Pain Around Your Anus?,ticket_memory,recommendation;health_need,which product is good for pain around your,high,intent_dataset,synthetic or source-backed conversation example
conv_200,2,agent,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",chat,support_ticket,recommendation,health_need,en-IN,positive,resolved,medium,intent_dataset,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",ticket_memory,recommendation;health_need,based on dayjoy recommendations you may consider go,high,intent_dataset,synthetic or source-backed conversation example
faqconv_1,1,customer,What is Black Salt Sprinkler (200g)?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,What is Black Salt Sprinkler (200g)?,journey_memory,faq;general_info,what is black salt sprinkler 200g,high,faq_dataset,synthetic or source-backed conversation example
faqconv_1,2,agent,"Black Salt Sprinkler (200g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Black Salt Sprinkler (200g) is a product under the FOOD PRODUCTS category, offered by the brand Aayushmaan / YumDum / Total Joy.",journey_memory,faq;general_info,black salt sprinkler 200g is a product under,high,faq_dataset,synthetic or source-backed conversation example
faqconv_2,1,customer,What is the price and business volume (BV) for Black Salt Sprinkler (200g)?,email,customer_journey,faq,pricing,en-IN,neutral,resolved,low,faq_dataset,What is the price and business volume (BV) for Black Salt Sprinkler (200g)?,journey_memory,faq;pricing,what is the price and business volume bv,high,faq_dataset,synthetic or source-backed conversation example
faqconv_2,2,agent,"The MRP is ₹59.0, Distributor Price (DP) is ₹49.0, and the Business Volume (BV) is 10.0.",email,customer_journey,faq,pricing,en-IN,positive,resolved,low,faq_dataset,"The MRP is ₹59.0, Distributor Price (DP) is ₹49.0, and the Business Volume (BV) is 10.0.",journey_memory,faq;pricing,the mrp is 59 0 distributor price dp,high,faq_dataset,synthetic or source-backed conversation example
faqconv_3,1,customer,Who should use this?,email,customer_journey,faq,usage,en-IN,neutral,resolved,low,faq_dataset,Who should use this?,journey_memory,faq;usage,who should use this,high,faq_dataset,synthetic or source-backed conversation example
faqconv_3,2,agent,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",email,customer_journey,faq,usage,en-IN,positive,resolved,low,faq_dataset,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",journey_memory,faq;usage,anyone looking for premium wholesome food and spice,high,faq_dataset,synthetic or source-backed conversation example
faqconv_4,1,customer,Is this product organic?,email,customer_journey,faq,general_info,en-IN,neutral,resolved,low,faq_dataset,Is this product organic?,journey_memory,faq;general_info,is this product organic,high,faq_dataset,synthetic or source-backed conversation example
faqconv_4,2,agent,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",email,customer_journey,faq,general_info,en-IN,positive,resolved,low,faq_dataset,"Aayushmaan and YumDum products emphasize pure, authentic ingredients. Please check the specific packaging for organic certification.",journey_memory,faq;general_info,aayushmaan and yumdum products emphasize pure authentic ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_5,1,customer,How should it be stored?,email,customer_journey,faq,storage,en-IN,neutral,resolved,low,faq_dataset,How should it be stored?,journey_memory,faq;storage,how should it be stored,high,faq_dataset,synthetic or source-backed conversation example
faqconv_5,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,storage,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;storage,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_6,1,customer,What is the shelf life / expiry?,email,customer_journey,faq,shelf_life,en-IN,neutral,resolved,low,faq_dataset,What is the shelf life / expiry?,journey_memory,faq;shelf_life,what is the shelf life expiry,high,faq_dataset,synthetic or source-backed conversation example
faqconv_6,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,shelf_life,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;shelf_life,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_7,1,customer,What are the ingredients?,email,customer_journey,faq,ingredients,en-IN,neutral,resolved,low,faq_dataset,What are the ingredients?,journey_memory,faq;ingredients,what are the ingredients,high,faq_dataset,synthetic or source-backed conversation example
faqconv_7,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,ingredients,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;ingredients,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_8,1,customer,Who should avoid it / contraindications?,email,customer_journey,faq,safety,en-IN,neutral,resolved,low,faq_dataset,Who should avoid it / contraindications?,journey_memory,faq;safety,who should avoid it contraindications,high,faq_dataset,synthetic or source-backed conversation example
faqconv_8,2,agent,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,email,customer_journey,faq,safety,en-IN,positive,resolved,low,faq_dataset,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,journey_memory,faq;safety,information not available in source documents requires verification,high,faq_dataset,synthetic or source-backed conversation example
faqconv_9,1,customer,How does it compare to other FOOD PRODUCTS products?,email,customer_journey,faq,comparison,en-IN,neutral,resolved,low,faq_dataset,How does it compare to other FOOD PRODUCTS products?,journey_memory,faq;comparison,how does it compare to other food products,high,faq_dataset,synthetic or source-backed conversation example
faqconv_9,2,agent,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,email,customer_journey,faq,comparison,en-IN,positive,resolved,low,faq_dataset,This product is uniquely formulated under the Aayushmaan / YumDum / Total Joy brand. Specific comparison requires more details on the exact variant you are comparing it to.,journey_memory,faq;comparison,this product is uniquely formulated under the aayushmaan,high,faq_dataset,synthetic or source-backed conversation example
faqconv_10,1,customer,What is the pack size?,email,customer_journey,faq,dosage,en-IN,neutral,resolved,low,faq_dataset,What is the pack size?,journey_memory,faq;dosage,what is the pack size,high,faq_dataset,synthetic or source-backed conversation example
