intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket,approved_by
1744,What is Liv-Ease (500ml)?,Liv-Ease (500ml) is a HEALTH CARE product by Dayjoy.,informational,product_info,Liv-Ease (500ml),DJP1093,DJ-HEA-0094,high,Products Master,,liv ease 500ml,liv ease 500ml,Liv-Ease (500ml),customer_safe_intent,
1755,Is N-SF 9.5 Mineraliser a food product?,It is categorized under AQUA ESSENTIALS.,informational,product_category,N-SF 9.5 Mineraliser,DJP1144,DJ-AQU-0145,high,Products Master,,n sf 9 5 mineraliser food,n sf 9 5 mineraliser food,N-SF 9.5 Mineraliser,customer_safe_intent,
1756,What is the MRP of Astheal Cough Syrup (100ml)?,The MRP is ₹199.0.,pricing,mrp,Astheal Cough Syrup (100ml),DJP1074,DJ-HEA-0075,high,Price List,,mrp astheal cough syrup 100ml,mrp astheal cough syrup 100ml,Astheal Cough Syrup (100ml),customer_safe_intent,
1757,Is Haldi Powder (25g) a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Haldi Powder (25g),DJP1009,DJ-FOO-0010,high,Products Master,,haldi powder 25g food,haldi powder 25g food,Haldi Powder (25g),customer_safe_intent,
1763,What is JoyCalcium (2 Litre)?,JoyCalcium (2 Litre) is a AGRICULTURE & VETERINARY product by Dayjoy.,informational,product_info,JoyCalcium (2 Litre),DJP1135,DJ-AGR-0136,high,Products Master,,joycalcium 2 litre,joycalcium 2 litre,JoyCalcium (2 Litre),customer_safe_intent,
1764,"I have Nasal inflammation, what should I take?","Dayjoy suggests ASTHPRASH OR N-ASTHEAL TABLET for Nasal inflammation. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have nasal inflammation,have nasal inflammation,,customer_safe_intent,
1768,What is Deep Cleansing Face Wash (100ml)?,Deep Cleansing Face Wash (100ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Deep Cleansing Face Wash (100ml),DJP1052,DJ-PER-0053,high,Products Master,,deep cleansing face wash 100ml,deep cleansing face wash 100ml,Deep Cleansing Face Wash (100ml),customer_safe_intent,
1770,Tell me about Himalayan Pink Salt Sprinkler (200g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Himalayan Pink Salt Sprinkler (200g),DJP1012,DJ-FOO-0013,high,Products Master,,tell about himalayan pink salt sprinkler 200g,tell about himalayan pink salt sprinkler 200g,Himalayan Pink Salt Sprinkler (200g),customer_safe_intent,
1775,"I have Increased Thirst, what should I take?","Dayjoy suggests DIBEAT TABLETS for Increased Thirst. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have increased thirst,have increased thirst,,customer_safe_intent,
1776,What is the MRP of N-astheal (120 Tab)?,The MRP is ₹2699.0.,pricing,mrp,N-astheal (120 Tab),DJP1096,DJ-HEA-0097,high,Price List,,mrp n astheal 120 tab,mrp n astheal 120 tab,N-astheal (120 Tab),customer_safe_intent,
1785,Do you have Shilajit Gummies (60 Gummies)?,"Yes, Shilajit Gummies (60 Gummies) is available. Code: DJP1112",transactional,availability,Shilajit Gummies (60 Gummies),DJP1112,DJ-HEA-0113,high,Products Master,,do you have shilajit gummies 60 gummies,do you have shilajit gummies 60 gummies,Shilajit Gummies (60 Gummies),customer_safe_intent,
1786,"Which is better, Dayjoy Business Planner Book (Hindi) or Dayjoy Mug?",Both are excellent PROMOTION TOOLS products. Choose based on your specific health or personal care needs. Consult the Dayjoy product guide.,comparison,alternative,,,,medium,General Guidance,,better dayjoy business planner book hindi or dayjoy mug,better dayjoy business planner book hindi or dayjoy mug,,customer_safe_intent,
1788,Do you have STANDARD PACKAGE?,"Yes, STANDARD PACKAGE is available. Code: DJP1164",transactional,availability,STANDARD PACKAGE,DJP1164,DJ-COM-0165,high,Products Master,,do you have standard package,do you have standard package,STANDARD PACKAGE,customer_safe_intent,
1792,"I have Sweating, what should I take?","Dayjoy suggests AMPLE MEAL for Sweating. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have sweating,have sweating,,customer_safe_intent,
1797,Which product is good for Constipation?,"Based on Dayjoy recommendations, you may consider LIVEASE SYRUP OR GAS-O-FREE SYRUP. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,constipation,constipation,,customer_safe_intent,
1798,"I have Pain when lifting the leg, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE OR OMEGA 3-6-9 SOFTGEL CAPSULES for Pain when lifting the leg. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have pain when lifting leg,have pain when lifting leg,,customer_safe_intent,
1804,What is the MRP of Amara Beauty Kajal?,The MRP is ₹299.0.,pricing,mrp,Amara Beauty Kajal,DJP1063,DJ-COL-0064,high,Price List,,mrp amara beauty kajal,mrp amara beauty kajal,Amara Beauty Kajal,customer_safe_intent,
1807,Is JoySpread 80+ Gold (100ml) a food product?,It is categorized under AGRICULTURE & VETERINARY.,informational,product_category,JoySpread 80+ Gold (100ml),DJP1132,DJ-AGR-0133,high,Products Master,,joyspread 80 gold 100ml food,joyspread 80 gold 100ml food,JoySpread 80+ Gold (100ml),customer_safe_intent,
1808,Do you have Vital Protein Powder (300gm)?,"Yes, Vital Protein Powder (300gm) is available. Code: DJP1107",transactional,availability,Vital Protein Powder (300gm),DJP1107,DJ-HEA-0108,high,Products Master,,do you have vital protein powder 300gm,do you have vital protein powder 300gm,Vital Protein Powder (300gm),customer_safe_intent,
1811,What is Milk & Keratin Extracts Shampoo (100ml)?,Milk & Keratin Extracts Shampoo (100ml) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Milk & Keratin Extracts Shampoo (100ml),DJP1037,DJ-PER-0038,high,Products Master,,milk keratin extracts shampoo 100ml,milk keratin extracts shampoo 100ml,Milk & Keratin Extracts Shampoo (100ml),customer_safe_intent,
1813,Tell me about Orthofix (60 Tab),This is a premium product under Curind.,informational,product_discovery,Orthofix (60 Tab),DJP1098,DJ-HEA-0099,high,Products Master,,tell about orthofix 60 tab,tell about orthofix 60 tab,Orthofix (60 Tab),customer_safe_intent,
1823,What is the MRP of Poha with Bhujia?,The MRP is ₹99.0.,pricing,mrp,Poha with Bhujia,DJP1024,DJ-FOO-0025,high,Price List,,mrp poha bhujia,mrp poha bhujia,Poha with Bhujia,customer_safe_intent,
1828,Tell me about Mirchi Powder (500g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Mirchi Powder (500g),DJP1018,DJ-FOO-0019,high,Products Master,,tell about mirchi powder 500g,tell about mirchi powder 500g,Mirchi Powder (500g),customer_safe_intent,
1831,Do you have Upma with Bhujia?,"Yes, Upma with Bhujia is available. Code: DJP1025",transactional,availability,Upma with Bhujia,DJP1025,DJ-FOO-0026,high,Products Master,,do you have upma bhujia,do you have upma bhujia,Upma with Bhujia,customer_safe_intent,
1839,Is JuniorJoy - Kids Nutritional Drink (300g) a food product?,It is categorized under HEALTH CARE.,informational,product_category,JuniorJoy - Kids Nutritional Drink (300g),DJP1110,DJ-HEA-0111,high,Products Master,,juniorjoy kids nutritional drink 300g food,juniorjoy kids nutritional drink 300g food,JuniorJoy - Kids Nutritional Drink (300g),customer_safe_intent,
1840,Tell me about Toilet Bowl Cleaner (500ml),This is a premium product under HomeShine.,informational,product_discovery,Toilet Bowl Cleaner (500ml),DJP1116,DJ-HOM-0117,high,Products Master,,tell about toilet bowl cleaner 500ml,tell about toilet bowl cleaner 500ml,Toilet Bowl Cleaner (500ml),customer_safe_intent,
1845,Is Seabuckthron Facial Kit (30g) (Pack of 6) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Seabuckthron Facial Kit (30g) (Pack of 6),DJP1045,DJ-PER-0046,high,Products Master,,seabuckthron facial kit 30g pack 6 food,seabuckthron facial kit 30g pack 6 food,Seabuckthron Facial Kit (30g) (Pack of 6),customer_safe_intent,
1852,Tell me about Di-beat (60 Tab),This is a premium product under Curind.,informational,product_discovery,Di-beat (60 Tab),DJP1079,DJ-HEA-0080,high,Products Master,,tell about di beat 60 tab,tell about di beat 60 tab,Di-beat (60 Tab),customer_safe_intent,
1856,Is Anti Pollution Face Wash (150ml) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Anti Pollution Face Wash (150ml),DJP1026,DJ-PER-0027,high,Products Master,,anti pollution face wash 150ml food,anti pollution face wash 150ml food,Anti Pollution Face Wash (150ml),customer_safe_intent,
1863,Are Milk Bath Soap (Pack of 3) (100g) and Aloevera with Guava Juice (1L) the same?,"No, Milk Bath Soap (Pack of 3) (100g) is in PERSONAL CARE while Aloevera with Guava Juice (1L) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,milk bath soap pack 3 100g and aloevera guava juice 1l same,milk bath soap pack 3 100g and aloevera guava juice 1l same,,customer_safe_intent,
1867,"I have Waking up during the night, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Waking up during the night. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have waking up during night,have waking up during night,,customer_safe_intent,
1874,Tell me about Anti Pollution Aloevera Face Wash (100ml),This is a premium product under Wild Muse.,informational,product_discovery,Anti Pollution Aloevera Face Wash (100ml),DJP1027,DJ-PER-0028,high,Products Master,,tell about anti pollution aloevera face wash 100ml,tell about anti pollution aloevera face wash 100ml,Anti Pollution Aloevera Face Wash (100ml),customer_safe_intent,
1881,Is Poha with Bhujia a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Poha with Bhujia,DJP1024,DJ-FOO-0025,high,Products Master,,poha bhujia food,poha bhujia food,Poha with Bhujia,customer_safe_intent,
1885,What is Kasuri Methi (50g)?,Kasuri Methi (50g) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,Kasuri Methi (50g),DJP1015,DJ-FOO-0016,high,Products Master,,kasuri methi 50g,kasuri methi 50g,Kasuri Methi (50g),customer_safe_intent,
1891,Is Liquid Detergent (1Ltr.) a food product?,It is categorized under HOME CARE.,informational,product_category,Liquid Detergent (1Ltr.),DJP1117,DJ-HOM-0118,high,Products Master,,liquid detergent 1ltr food,liquid detergent 1ltr food,Liquid Detergent (1Ltr.),customer_safe_intent,
1895,Are Sandalwood & Shahi Gulab Body Lotion (150ml) and Astheal Cough Syrup (100ml) the same?,"No, Sandalwood & Shahi Gulab Body Lotion (150ml) is in PERSONAL CARE while Astheal Cough Syrup (100ml) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,sandalwood shahi gulab body lotion 150ml and astheal cough syrup 100ml same,sandalwood shahi gulab body lotion 150ml and astheal cough syrup 100ml same,,customer_safe_intent,
1896,What is New Total Joy Rice Bran Oil (1 Litre)?,New Total Joy Rice Bran Oil (1 Litre) is a FOOD PRODUCTS product by Dayjoy.,informational,product_info,New Total Joy Rice Bran Oil (1 Litre),DJP1021,DJ-FOO-0022,high,Products Master,,new total joy rice bran oil 1 litre,new total joy rice bran oil 1 litre,New Total Joy Rice Bran Oil (1 Litre),customer_safe_intent,
1898,"I have Itching around one or more of the veins, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Itching around one or more of the veins. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have itching around one or more veins,have itching around one or more veins,,customer_safe_intent,
1902,What is Seabuckthron Massage Cream (30g)?,Seabuckthron Massage Cream (30g) is a PERSONAL CARE product by Dayjoy.,informational,product_info,Seabuckthron Massage Cream (30g),DJP1049,DJ-PER-0050,high,Products Master,,seabuckthron massage cream 30g,seabuckthron massage cream 30g,Seabuckthron Massage Cream (30g),customer_safe_intent,
1903,Are Bio-Germanium & Magnetic Mattress and Nano Tech-19 (500ml) the same?,"No, Bio-Germanium & Magnetic Mattress is in GERMANIUM & MAGNETIC while Nano Tech-19 (500ml) is in AGRICULTURE & VETERINARY.",comparison,category_difference,,,,high,Products Master,,bio germanium magnetic mattress and nano tech 19 500ml same,bio germanium magnetic mattress and nano tech 19 500ml same,,customer_safe_intent,
1918,Do you have Gas-O-Free (200ml)?,"Yes, Gas-O-Free (200ml) is available. Code: DJP1081",transactional,availability,Gas-O-Free (200ml),DJP1081,DJ-HEA-0082,high,Products Master,,do you have gas o free 200ml,do you have gas o free 200ml,Gas-O-Free (200ml),customer_safe_intent,
1934,Do you have Dhaniya Powder (200g)?,"Yes, Dhaniya Powder (200g) is available. Code: DJP1006",transactional,availability,Dhaniya Powder (200g),DJP1006,DJ-FOO-0007,high,Products Master,,do you have dhaniya powder 200g,do you have dhaniya powder 200g,Dhaniya Powder (200g),customer_safe_intent,
1937,Which product is good for Reduced sense of smell and taste?,"Based on Dayjoy recommendations, you may consider ASTHPRASH OR N-ASTHEAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,reduced sense smell and taste,reduced sense smell and taste,,customer_safe_intent,
1941,Which product is good for Hand tremor?,"Based on Dayjoy recommendations, you may consider ADICARDIAL TABLET. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,hand tremor,hand tremor,,customer_safe_intent,
1945,Do you have Total Joy Rice Bran Oil (2 Litre)?,"Yes, Total Joy Rice Bran Oil (2 Litre) is available. Code: DJP1022",transactional,availability,Total Joy Rice Bran Oil (2 Litre),DJP1022,DJ-FOO-0023,high,Products Master,,do you have total joy rice bran oil 2 litre,do you have total joy rice bran oil 2 litre,Total Joy Rice Bran Oil (2 Litre),customer_safe_intent,
1947,What is the MRP of Product Leaflets (Set of 48 Leaflets)?,The MRP is ₹130.0.,pricing,mrp,Product Leaflets (Set of 48 Leaflets),DJP1157,DJ-PRO-0158,high,Price List,,mrp leaflets set 48 leaflets,mrp leaflets set 48 leaflets,Product Leaflets (Set of 48 Leaflets),customer_safe_intent,
1958,Tell me about Dishwash Liquid Gel (500ml),This is a premium product under HomeShine.,informational,product_discovery,Dishwash Liquid Gel (500ml),DJP1115,DJ-HOM-0116,high,Products Master,,tell about dishwash liquid gel 500ml,tell about dishwash liquid gel 500ml,Dishwash Liquid Gel (500ml),customer_safe_intent,
1969,"I have Swollen Ankles, what should I take?","Dayjoy suggests ADILIPO TABLET for Swollen Ankles. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have swollen ankles,have swollen ankles,,customer_safe_intent,
1975,Do you have Bio-Germanium & Magnetic Mattress (Pack of 2)?,"Yes, Bio-Germanium & Magnetic Mattress (Pack of 2) is available. Code: DJP1137",transactional,availability,Bio-Germanium & Magnetic Mattress (Pack of 2),DJP1137,DJ-GER-0138,high,Products Master,,do you have bio germanium magnetic mattress pack 2,do you have bio germanium magnetic mattress pack 2,Bio-Germanium & Magnetic Mattress (Pack of 2),customer_safe_intent,
1976,Is Seabuckthron Scrub (30g) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Seabuckthron Scrub (30g),DJP1047,DJ-PER-0048,high,Products Master,,seabuckthron scrub 30g food,seabuckthron scrub 30g food,Seabuckthron Scrub (30g),customer_safe_intent,
1977,Is Veg Biryani with Shahi Gravy a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Veg Biryani with Shahi Gravy,DJP1023,DJ-FOO-0024,high,Products Master,,veg biryani shahi gravy food,veg biryani shahi gravy food,Veg Biryani with Shahi Gravy,customer_safe_intent,
1982,What is the MRP of AgeX Anti-Ageing Night Cream (50gm)?,The MRP is ₹799.0.,pricing,mrp,AgeX Anti-Ageing Night Cream (50gm),DJP1061,DJ-SKI-0062,high,Price List,,mrp agex anti ageing night cream 50gm,mrp agex anti ageing night cream 50gm,AgeX Anti-Ageing Night Cream (50gm),customer_safe_intent,
1983,What is the MRP of PREMIUM PACKAGE?,The MRP is ₹17592.0.,pricing,mrp,PREMIUM PACKAGE,DJP1165,DJ-COM-0166,high,Price List,,mrp premium package,mrp premium package,PREMIUM PACKAGE,customer_safe_intent,
