intent_id,question,answer,intent_category,subcategory,product_name,product_code,sku,confidence,source_reference,notes,normalized_question,normalized_symptom,recommended_product,intent_bucket,approved_by,governance_reviewed,entities,required_tool,answer_source
1417,How much BV for Total Joy Rice Bran Oil (2 Litre)?,The Business Volume (BV) is 40.0.,pricing,bv,Total Joy Rice Bran Oil (2 Litre),DJP1022,DJ-FOO-0023,high,Price List,,how much bv total joy rice bran oil 2 litre,how much bv total joy rice bran oil 2 litre,Total Joy Rice Bran Oil (2 Litre),internal_distributor_intent,,False,product_name=Total Joy Rice Bran Oil (2 Litre); product_code=DJP1022; sku=DJ-FOO-0023; recommended_product=Total Joy Rice Bran Oil (2 Litre),pricing_database,canonical_pricing
1418,Do you have Hydra Max Moisturizer (50gm)?,"Yes, Hydra Max Moisturizer (50gm) is available. Code: DJP1060",transactional,availability,Hydra Max Moisturizer (50gm),DJP1060,DJ-SKI-0061,high,Products Master,,do you have hydra max moisturizer 50gm,do you have hydra max moisturizer 50gm,Hydra Max Moisturizer (50gm),customer_safe_intent,,False,product_name=Hydra Max Moisturizer (50gm); product_code=DJP1060; sku=DJ-SKI-0061; recommended_product=Hydra Max Moisturizer (50gm),product_database,canonical_product
1421,Do you have Advanced Calcium Tablets?,"Yes, Advanced Calcium Tablets is available. Code: DJP1077",transactional,availability,Advanced Calcium Tablets,DJP1077,DJ-HEA-0078,high,Products Master,,do you have advanced calcium tablets,do you have advanced calcium tablets,Advanced Calcium Tablets,customer_safe_intent,,False,product_name=Advanced Calcium Tablets; product_code=DJP1077; sku=DJ-HEA-0078; recommended_product=Advanced Calcium Tablets,product_database,canonical_product
1424,Which product is good for Feeling Like You Still Need To Poo After going to the Toilet?,"Based on Dayjoy recommendations, you may consider GO PILES TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,feeling like you still need poo after going toilet,feeling like you still need poo after going toilet,,customer_safe_intent,,False,symptom=feeling like you still need poo after going toilet,rag_retrieval,rag_chunk
1428,What is the MRP of Dayjoy Business Planner Book (English)?,The MRP is ₹250.0.,pricing,mrp,Dayjoy Business Planner Book (English),DJP1163,DJ-PRO-0164,high,Price List,,mrp dayjoy business planner book english,mrp dayjoy business planner book english,Dayjoy Business Planner Book (English),customer_safe_intent,,False,product_name=Dayjoy Business Planner Book (English); product_code=DJP1163; sku=DJ-PRO-0164; recommended_product=Dayjoy Business Planner Book (English),pricing_database,canonical_pricing
1430,How much is in one pack of Milk Bath Soap (Pack of 3) (100g)?,The pack size is 100g.,informational,pack_size,Milk Bath Soap (Pack of 3) (100g),DJP1039,DJ-PER-0040,high,Products Master,,how much one pack milk bath soap pack 3 100g,how much one pack milk bath soap pack 3 100g,Milk Bath Soap (Pack of 3) (100g),internal_distributor_intent,,False,product_name=Milk Bath Soap (Pack of 3) (100g); product_code=DJP1039; sku=DJ-PER-0040; recommended_product=Milk Bath Soap (Pack of 3) (100g),product_database,canonical_product
1432,Tell me about Hindi One-Page Compensation Plan (Set of 50 Leaflets),This is a premium product under Dayjoy.,informational,product_discovery,Hindi One-Page Compensation Plan (Set of 50 Leaflets),DJP1160,DJ-PRO-0161,high,Products Master,,tell about hindi one page compensation plan set 50 leaflets,tell about hindi one page compensation plan set 50 leaflets,Hindi One-Page Compensation Plan (Set of 50 Leaflets),customer_safe_intent,,False,product_name=Hindi One-Page Compensation Plan (Set of 50 Leaflets); product_code=DJP1160; sku=DJ-PRO-0161; recommended_product=Hindi One-Page Compensation Plan (Set of 50 Leaflets),product_database,canonical_product
1433,Tell me about Sabji Masala (100g),This is a premium product under Aayushmaan / YumDum / Total Joy.,informational,product_discovery,Sabji Masala (100g),DJP1020,DJ-FOO-0021,high,Products Master,,tell about sabji masala 100g,tell about sabji masala 100g,Sabji Masala (100g),customer_safe_intent,,False,product_name=Sabji Masala (100g); product_code=DJP1020; sku=DJ-FOO-0021; recommended_product=Sabji Masala (100g),product_database,canonical_product
1434,Are New Perfect-Ion and Seabuckthron Massage Cream (30g) the same?,"No, New Perfect-Ion is in AQUA ESSENTIALS while Seabuckthron Massage Cream (30g) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,,new perfect ion and seabuckthron massage cream 30g same,new perfect ion and seabuckthron massage cream 30g same,,customer_safe_intent,,False,,product_database,canonical_product
1438,Are Adilipo (120 Tab) and Seabuckthron Face Pack (30g) the same?,"No, Adilipo (120 Tab) is in HEALTH CARE while Seabuckthron Face Pack (30g) is in PERSONAL CARE.",comparison,category_difference,,,,high,Products Master,,adilipo 120 tab and seabuckthron face pack 30g same,adilipo 120 tab and seabuckthron face pack 30g same,,customer_safe_intent,,False,,product_database,canonical_product
1439,How much is in one pack of Jaljeera (100g)?,The pack size is 100g.,informational,pack_size,Jaljeera (100g),DJP1013,DJ-FOO-0014,high,Products Master,,how much one pack jaljeera 100g,how much one pack jaljeera 100g,Jaljeera (100g),internal_distributor_intent,,False,product_name=Jaljeera (100g); product_code=DJP1013; sku=DJ-FOO-0014; recommended_product=Jaljeera (100g),product_database,canonical_product
1441,DP of DJP1132,The Distributor Price (DP) is ₹155.0.,pricing,dp,JoySpread 80+ Gold (100ml),DJP1132,DJ-AGR-0133,high,Price List,,dp djp1132,dp djp1132,JoySpread 80+ Gold (100ml),internal_distributor_intent,,False,product_name=JoySpread 80+ Gold (100ml); product_code=DJP1132; sku=DJ-AGR-0133; recommended_product=JoySpread 80+ Gold (100ml),pricing_database,canonical_pricing
1442,How much BV for Happy Soil - Humic (500ml)?,The Business Volume (BV) is 200.0.,pricing,bv,Happy Soil - Humic (500ml),DJP1123,DJ-AGR-0124,high,Price List,,how much bv happy soil humic 500ml,how much bv happy soil humic 500ml,Happy Soil - Humic (500ml),internal_distributor_intent,,False,product_name=Happy Soil - Humic (500ml); product_code=DJP1123; sku=DJ-AGR-0124; recommended_product=Happy Soil - Humic (500ml),pricing_database,canonical_pricing
1444,"Which product is good for Pale, Bloody, or Black Stool?","Based on Dayjoy recommendations, you may consider ADILIV TABLETS. Consult a physician for medical advice.",recommendation,health_need,,,,high,Recommendation Chart,,pale bloody or black stool,pale bloody or black stool,,customer_safe_intent,,False,symptom=pale bloody or black stool,rag_retrieval,rag_chunk
1446,Tell me about Eye Elixir Drops (10ml),This is a premium product under Curind.,informational,product_discovery,Eye Elixir Drops (10ml),DJP1086,DJ-HEA-0087,high,Products Master,,tell about eye elixir drops 10ml,tell about eye elixir drops 10ml,Eye Elixir Drops (10ml),customer_safe_intent,,False,product_name=Eye Elixir Drops (10ml); product_code=DJP1086; sku=DJ-HEA-0087; recommended_product=Eye Elixir Drops (10ml),product_database,canonical_product
1448,Do you have Haldi Powder (200g)?,"Yes, Haldi Powder (200g) is available. Code: DJP1010",transactional,availability,Haldi Powder (200g),DJP1010,DJ-FOO-0011,high,Products Master,,do you have haldi powder 200g,do you have haldi powder 200g,Haldi Powder (200g),customer_safe_intent,,False,product_name=Haldi Powder (200g); product_code=DJP1010; sku=DJ-FOO-0011; recommended_product=Haldi Powder (200g),product_database,canonical_product
1449,DP of DJP1055,The Distributor Price (DP) is ₹110.0.,pricing,dp,Amla Reetha Sikakai Shampoo (100ml),DJP1055,DJ-PER-0056,high,Price List,,dp djp1055,dp djp1055,Amla Reetha Sikakai Shampoo (100ml),internal_distributor_intent,,False,product_name=Amla Reetha Sikakai Shampoo (100ml); product_code=DJP1055; sku=DJ-PER-0056; recommended_product=Amla Reetha Sikakai Shampoo (100ml),pricing_database,canonical_pricing
1450,Do you have GoPiles (60 Tab)?,"Yes, GoPiles (60 Tab) is available. Code: DJP1083",transactional,availability,GoPiles (60 Tab),DJP1083,DJ-HEA-0084,high,Products Master,,do you have gopiles 60 tab,do you have gopiles 60 tab,GoPiles (60 Tab),customer_safe_intent,,False,product_name=GoPiles (60 Tab); product_code=DJP1083; sku=DJ-HEA-0084; recommended_product=GoPiles (60 Tab),product_database,canonical_product
1453,Tell me about Super Food Capsule,This is a premium product under Curind.,informational,product_discovery,Super Food Capsule,DJP1105,DJ-HEA-0106,high,Products Master,,tell about super food capsule,tell about super food capsule,Super Food Capsule,customer_safe_intent,,False,product_name=Super Food Capsule; product_code=DJP1105; sku=DJ-HEA-0106; recommended_product=Super Food Capsule,product_database,canonical_product
1455,How much is in one pack of Haldi Chandan Facewash (60ml)?,The pack size is 60ml.,informational,pack_size,Haldi Chandan Facewash (60ml),DJP1056,DJ-PER-0057,high,Products Master,,how much one pack haldi chandan facewash 60ml,how much one pack haldi chandan facewash 60ml,Haldi Chandan Facewash (60ml),internal_distributor_intent,,False,product_name=Haldi Chandan Facewash (60ml); product_code=DJP1056; sku=DJ-PER-0057; recommended_product=Haldi Chandan Facewash (60ml),product_database,canonical_product
1458,What is the MRP of GoPiles Syrup (500ml)?,The MRP is ₹1399.0.,pricing,mrp,GoPiles Syrup (500ml),DJP1084,DJ-HEA-0085,high,Price List,,mrp gopiles syrup 500ml,mrp gopiles syrup 500ml,GoPiles Syrup (500ml),customer_safe_intent,,False,product_name=GoPiles Syrup (500ml); product_code=DJP1084; sku=DJ-HEA-0085; recommended_product=GoPiles Syrup (500ml),pricing_database,canonical_pricing
1459,What is the MRP of Arogya Churn (100g)?,The MRP is ₹189.0.,pricing,mrp,Arogya Churn (100g),DJP1078,DJ-HEA-0079,high,Price List,,mrp arogya churn 100g,mrp arogya churn 100g,Arogya Churn (100g),customer_safe_intent,,False,product_name=Arogya Churn (100g); product_code=DJP1078; sku=DJ-HEA-0079; recommended_product=Arogya Churn (100g),pricing_database,canonical_pricing
1463,Do you have Dayjoy Necktie?,"Yes, Dayjoy Necktie is available. Code: DJP1121",transactional,availability,Dayjoy Necktie,DJP1121,DJ-CLO-0122,high,Products Master,,do you have dayjoy necktie,do you have dayjoy necktie,Dayjoy Necktie,customer_safe_intent,,False,product_name=Dayjoy Necktie; product_code=DJP1121; sku=DJ-CLO-0122; recommended_product=Dayjoy Necktie,product_database,canonical_product
1464,What is the MRP of Bio-Germanium & Magnetic Mattress?,The MRP is ₹15000.0.,pricing,mrp,Bio-Germanium & Magnetic Mattress,DJP1136,DJ-GER-0137,high,Price List,,mrp bio germanium magnetic mattress,mrp bio germanium magnetic mattress,Bio-Germanium & Magnetic Mattress,customer_safe_intent,,False,product_name=Bio-Germanium & Magnetic Mattress; product_code=DJP1136; sku=DJ-GER-0137; recommended_product=Bio-Germanium & Magnetic Mattress,pricing_database,canonical_pricing
1468,How much BV for Premium Tulsi Max (30ml)?,The Business Volume (BV) is 58.0.,pricing,bv,Premium Tulsi Max (30ml),DJP1106,DJ-HEA-0107,high,Price List,,how much bv premium tulsi max 30ml,how much bv premium tulsi max 30ml,Premium Tulsi Max (30ml),internal_distributor_intent,,False,product_name=Premium Tulsi Max (30ml); product_code=DJP1106; sku=DJ-HEA-0107; recommended_product=Premium Tulsi Max (30ml),pricing_database,canonical_pricing
1471,What is the MRP of Chaat Masala (100g)?,The MRP is ₹75.0.,pricing,mrp,Chaat Masala (100g),DJP1001,DJ-FOO-0002,high,Price List,,mrp chaat masala 100g,mrp chaat masala 100g,Chaat Masala (100g),customer_safe_intent,,False,product_name=Chaat Masala (100g); product_code=DJP1001; sku=DJ-FOO-0002; recommended_product=Chaat Masala (100g),pricing_database,canonical_pricing
1472,How much is in one pack of HB+ (500ml)?,The pack size is 500ml.,informational,pack_size,HB+ (500ml),DJP1089,DJ-HEA-0090,high,Products Master,,how much one pack hb 500ml,how much one pack hb 500ml,HB+ (500ml),internal_distributor_intent,,False,product_name=HB+ (500ml); product_code=DJP1089; sku=DJ-HEA-0090; recommended_product=HB+ (500ml),product_database,canonical_product
1473,What is N-astheal (120 Tab)?,N-astheal (120 Tab) is a HEALTH CARE product by Dayjoy.,informational,product_info,N-astheal (120 Tab),DJP1096,DJ-HEA-0097,high,Products Master,,n astheal 120 tab,n astheal 120 tab,N-astheal (120 Tab),customer_safe_intent,,False,product_name=N-astheal (120 Tab); product_code=DJP1096; sku=DJ-HEA-0097; recommended_product=N-astheal (120 Tab),product_database,canonical_product
1474,"I have Sleep Daytime tiredness, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE OR SUPER RICH BERRY JUICE OR SUPER FOOD CAPSULE for Sleep Daytime tiredness. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have sleep daytime tiredness,have sleep daytime tiredness,,customer_safe_intent_approved,Dayjoy approved,True,symptom=have sleep daytime tiredness,rag_retrieval,rag_chunk
1475,"I have Difficulty in Planning and Carrying out tasks, what should I take?","Dayjoy suggests GOLDEN ELIXIR OR SEA BUCKTHORN JUICE for Difficulty in Planning and Carrying out tasks. This is a supplement, not a cure.",health-condition,consultation,,,,medium,Recommendation Chart,Medical disclaimer included,have difficulty planning and carrying out tasks,have difficulty planning and carrying out tasks,,customer_safe_intent,,False,symptom=have difficulty planning and carrying out tasks,rag_retrieval,rag_chunk
1476,Is Sabji Masala (100g) a food product?,It is categorized under FOOD PRODUCTS.,informational,product_category,Sabji Masala (100g),DJP1020,DJ-FOO-0021,high,Products Master,,sabji masala 100g food,sabji masala 100g food,Sabji Masala (100g),customer_safe_intent,,False,product_name=Sabji Masala (100g); product_code=DJP1020; sku=DJ-FOO-0021; recommended_product=Sabji Masala (100g),product_database,canonical_product
1477,How much is in one pack of JoySpread 80+ Gold (100ml)?,The pack size is 100ml.,informational,pack_size,JoySpread 80+ Gold (100ml),DJP1132,DJ-AGR-0133,high,Products Master,,how much one pack joyspread 80 gold 100ml,how much one pack joyspread 80 gold 100ml,JoySpread 80+ Gold (100ml),internal_distributor_intent,,False,product_name=JoySpread 80+ Gold (100ml); product_code=DJP1132; sku=DJ-AGR-0133; recommended_product=JoySpread 80+ Gold (100ml),product_database,canonical_product
1481,Is Ecofriendly Toothbrush (Pack of 2) a food product?,It is categorized under PERSONAL CARE.,informational,product_category,Ecofriendly Toothbrush (Pack of 2),DJP1032,DJ-PER-0033,high,Products Master,,ecofriendly toothbrush pack 2 food,ecofriendly toothbrush pack 2 food,Ecofriendly Toothbrush (Pack of 2),customer_safe_intent,,False,product_name=Ecofriendly Toothbrush (Pack of 2); product_code=DJP1032; sku=DJ-PER-0033; recommended_product=Ecofriendly Toothbrush (Pack of 2),product_database,canonical_product
1482,How much BV for WildMuse Premium Loofah?,The Business Volume (BV) is 36.0.,pricing,bv,WildMuse Premium Loofah,DJP1054,DJ-PER-0055,high,Price List,,how much bv wildmuse premium loofah,how much bv wildmuse premium loofah,WildMuse Premium Loofah,internal_distributor_intent,,False,product_name=WildMuse Premium Loofah; product_code=DJP1054; sku=DJ-PER-0055; recommended_product=WildMuse Premium Loofah,pricing_database,canonical_pricing
1486,How much is in one pack of Dhaniya Powder (25g)?,The pack size is 25g.,informational,pack_size,Dhaniya Powder (25g),DJP1005,DJ-FOO-0006,high,Products Master,,how much one pack dhaniya powder 25g,how much one pack dhaniya powder 25g,Dhaniya Powder (25g),internal_distributor_intent,,False,product_name=Dhaniya Powder (25g); product_code=DJP1005; sku=DJ-FOO-0006; recommended_product=Dhaniya Powder (25g),product_database,canonical_product
1488,Are AgeX Anti-Ageing Night Cream (50gm) and Adila Forte (30 Tab) the same?,"No, AgeX Anti-Ageing Night Cream (50gm) is in SKIN CARE while Adila Forte (30 Tab) is in HEALTH CARE.",comparison,category_difference,,,,high,Products Master,,agex anti ageing night cream 50gm and adila forte 30 tab same,agex anti ageing night cream 50gm and adila forte 30 tab same,,customer_safe_intent,,False,,product_database,canonical_product
1489,Is HB+ (500ml) a food product?,It is categorized under HEALTH CARE.,informational,product_category,HB+ (500ml),DJP1089,DJ-HEA-0090,high,Products Master,,hb 500ml food,hb 500ml food,HB+ (500ml),customer_safe_intent,,False,product_name=HB+ (500ml); product_code=DJP1089; sku=DJ-HEA-0090; recommended_product=HB+ (500ml),product_database,canonical_product
